# Author: B1ack_Wh1te
# Horn sfx located in GENRL->bank_68
# Engine banks (on, off) located in GENRL.
# vehicle-----------------------type-----------engineBankIds------stereo---field_8--------field_c---accForLowSpeed--HornSfxId-hornHight----DoorSounds--Radio-------------------RadioType-----field_1c--hornVolumeDelta
landstal,						CAR,			93,		92,			0,		0.78,			1.0,		False,			8,		1.0,			2,		CSR_103.9,				CIVILIAN,		0,		0.0
bravura,						CAR,			2,		1,			0,		0.7,			1.0,		False,			3,		1.1892,			2,		SF-UR,					CIVILIAN,		1,		0.0
buffalo,						CAR,			32,		31,			1,		0.9,			1.0,		False,			3,		1.0595,			2,		Radio_X,				CIVILIAN,		2,		0.0
linerun,						CAR,			78,		77,			0,		0.0,			1.0,		False,			10,		0.8409,			3,		K_Rose,					CIVILIAN,		3,		6.0
peren,							CAR,			89,		88,			0,		0.78,			1.0,		False,			8,		1.1225,			1,		K-JAH_West,				CIVILIAN,		4,		0.0
sentinel,						CAR,			81,		80,			0,		0.85,			1.0,		False,			4,		0.94387,		2,		Bounce_FM,				CIVILIAN,		45,		0.0
dumper,							CAR,			78,		77,			0,		0.7,			0.8409,		False,			5,		0.7937,			3,		K_Rose,					CIVILIAN,		6,		6.0
firetruk,						CAR,			78,		77,			0,		0.7,			1.0,		False,			5,		0.8909,			3,		Radio_OFF,				EMERGENCY,		7,		5.0
trash,							CAR,			75,		74,			0,		0.7,			1.0,		False,			6,		0.8909,			3,		K-DST,					CIVILIAN,		8,		0.0
stretch,						CAR,			81,		80,			0,		0.85,			1.0,		False,			3,		1.0,			2,		Master_Sounds_98.3,		CIVILIAN,		9,		0.0
manana,							CAR,			89,		88,			0,		0.7,			1.0,		False,			2,		1.0595,			1,		Bounce_FM,				CIVILIAN,		1,		0.0
infernus,						CAR,			32,		31,			1,		0.9,			1.0,		False,			9,		1.1225,			2,		Radio_Los_Santos,		CIVILIAN,		2,		0.0
voodoo,							CAR,			40,		39,			0,		1.0,			1.0,		False,			3,		1.1225,			1,		Radio_Los_Santos,		CIVILIAN,		10,		0.0
pony,							CAR,			131,	130,		0,		0.78,			1.0,		False,			3,		1.2599,			4,		Playback_FM,			CIVILIAN,		11,		0.0
mule,							CAR,			131,	130,		0,		0.7,			1.3348,		False,			8,		0.94387,		4,		K_Rose,					CIVILIAN,		11,		5.0
cheetah,						CAR,			97,		96,			1,		0.9,			1.0,		False,			9,		1.0,			2,		SF-UR,					CIVILIAN,		2,		0.0
ambulan,						CAR,			131,	130,		0,		0.7,			1.0,		False,			8,		0.94387,		4,		Radio_OFF,				EMERGENCY,		12,		0.0
leviathn,						HELI,			6,		-,			0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		13,		0.0
moonbeam,						CAR,			89,		88,			0,		0.7,			1.0,		False,			2,		0.8909,			4,		WCTR,					CIVILIAN,		11,		0.0
esperant,						CAR,			87,		86,			0,		0.7,			1.0,		False,			3,		1.0595,			1,		Master_Sounds_98.3,		CIVILIAN,		1,		0.0
taxi,							CAR,			81,		80,			0,		0.85,			1.0,		False,			6,		1.1225,			2,		CSR_103.9,				CIVILIAN,		14,		0.0
washing,						CAR,			89,		88,			0,		0.7,			1.0,		False,			4,		0.8909,			2,		WCTR,					CIVILIAN,		45,		0.0
bobcat,							CAR,			89,		88,			0,		0.78,			1.0,		False,			8,		1.0,			4,		Radio_X,				CIVILIAN,		15,		0.0
mrwhoop,						CAR,			73,		135,		0,		0.7,			1.0,		False,			6,		0.94387,		4,		Radio_OFF,				CIVILIAN,		16,		0.0
bfinject,						CAR,			70,		69,			0,		0.9,			1.0,		False,			7,		0.8909,			-,		Radio_Los_Santos,		CIVILIAN,		17,		0.0
hunter,							HELI,			6,		-,			0,		0.85,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		13,		0.0
premier,						CAR,			81,		80,			0,		0.78,			1.0,		False,			9,		1.0,			2,		CSR_103.9,				CIVILIAN,		45,		0.0
enforcer,						CAR,			75,		74,			0		0.7,			1.3348,		False,			10,		1.1225,			3,		Radio_OFF,				EMERGENCY,		18,		0.0
securica,						CAR,			131,	130,		0,		0.7,			1.0,		False,			5,		0.8909,			4,		Bounce_FM,				CIVILIAN,		11,		0.0
banshee,						CAR,			97,		96,			1,		1.0,			1.0,		False,			4,		1.0595,			2,		Radio_X,				CIVILIAN,		2,		0.0
predator,						BOAT,			16,		15,			0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_X,				CIVILIAN,		19,		0.0
bus,							CAR,			27,		26,			0,		0.7,			1.0,		False,			6,		0.8409,			-,		Master_Sounds_98.3,		CIVILIAN,		20,		0.0
rhino,							CAR,			78,		77,			0,		0.9,			1.0,		False,			10,		0.8909,			3,		Radio_OFF,				NONE,			21,		6.0
barracks,						CAR,			75,		74,			0,		0.7,			1.0,		False,			10,		0.94387,		3,		Radio_OFF,				NONE,			6,		0.0
hotknife,						CAR,			70,		69,			0,		0.7,			1.0,		False,			4,		1.1225,			1,		Playback_FM,			CIVILIAN,		17,		0.0
artict1,						TRAILER,		-,		-,			0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_OFF,				SPECIAL,		-,		0.0
previon,						CAR,			2,		1,			0,		0.78,			1.0,		False,			2,		0.8909,			2,		CSR_103.9,				CIVILIAN,		1,		0.0
coach,							CAR,			27,		26,			0,		0.7,			1.0,		False,			6,		0.8909,			-,		WCTR,					CIVILIAN,		20,		0.0
cabbie,							CAR,			20,		19,			0,		0.78,			1.0,		False,			5,		1.0595,			1,		Bounce_FM,				CIVILIAN,		14,		0.0
stallion,						CAR,			40,		39,			0,		0.85,			1.0,		False,			8,		1.1225,			1,		K-DST,					CIVILIAN,		22,		0.0
rumpo,							CAR,			136,	135,		0,		0.78,			1.0,		False,			2,		0.8409,			4,		Playback_FM,			CIVILIAN,		11,		0.0
rcbandit,						TRAILER,		30,		112,		0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_OFF,				SPECIAL,		-,		0.0
romero,							CAR,			89,		88,			0,		0.9,			1.0,		False,			6,		1.1225,			4,		Radio_OFF,				CIVILIAN,		23,		0.0
packer,							CAR,			78,		77,			0,		0.78,			1.0,		False,			10,		1.0,			3,		K-DST,					CIVILIAN,		6,		6.0
monster,						CAR,			65,		64,			0,		0.9,			1.0,		False,			10,		1.0595,			2,		Radio_X,				CIVILIAN,		24,		6.0
admiral,						CAR,			81,		80,			0,		0.85,			1.0,		False,			4,		1.0,			2,		CSR_103.9,				CIVILIAN,		45,		0.0
squalo,							BOAT,			16,		15,			0,		0.7,			1.0,		False,			-,		1.0,			-,		K-DST,					CIVILIAN,		19,		0.0
seaspar,						HELI,			98,		-,			0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		13,		0.0
pizzaboy,						BIKE,			113,	112,		2,		1.0,			1.0,		True,			2,		1.0595,			-,		K-JAH_West,				CIVILIAN,		25,		0.0
tram,							TRAIN,			126,	127,		0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_OFF,				NONE,			26,		0.0
artict2,						TRAILER,		-,		-,			0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_OFF,				SPECIAL,		-,		0.0
turismo,						CAR,			97,		96,			1,		0.9,			1.0,		False,			9,		1.0,			2,		SF-UR,					CIVILIAN,		2,		0.0
speeder,						BOAT,			16,		15,			0,		0.7,			1.0,		False,			-,		1.0,			-,		K-DST,					CIVILIAN,		19,		0.0
reefer,							BOAT,			16,		15,			2,		0.85,			1.0,		False,			-,		1.0,			-,		K-DST,					CIVILIAN,		19,		0.0
tropic,							BOAT,			16,		15,			2,		0.85,			1.0,		False,			-,		1.0,			-,		K-JAH_West,				CIVILIAN,		19,		0.0
flatbed,						CAR,			75,		74,			0,		0.7,			1.0,		False,			10,		0.94387,		3,		K-DST,					CIVILIAN,		6,		0.0
yankee,							CAR,			136,	135,		0,		0.7,			1.0,		False,			5,		0.94387,		3,		K_Rose,					CIVILIAN,		11,		0.0
caddy,							TRAILER,		58,		57,			2,		0.9,			1.0,		True,			2,		1.2599,			-,		K_Rose,					CIVILIAN,		27,		0.0
solair,							CAR,			2,		1,			0,		0.78,			1.0,		False,			4,		1.1225,			2,		WCTR,					CIVILIAN,		4,		0.0
topfun,							CAR,			131,	130,		0,		0.85,			1.0,		False,			3,		1.0595,			4,		Playback_FM,			CIVILIAN,		11,		0.0
skimmer,						PLANE,			114,	48,			0,		0.7,			1.0,		False,			-,		1.0,			0,		CSR_103.9,				CIVILIAN,		42,		0.0
pcj600,							BIKE,			119,	118,		2,		0.7,			1.1892,		False,			7,		1.1225,			-,		Radio_X,				CIVILIAN,		29,		0.0
faggio,							BIKE,			113,	112,		2,		1.0,			1.0,		True,			2,		1.0595,			-,		Master_Sounds_98.3,		CIVILIAN,		25,		0.0
freeway,						BIKE,			134,	133,		2,		0.65,			1.0,		False,			2,		0.8409,			-,		K-DST,					CIVILIAN,		29,		0.0
rcbaron,						TRAILER,		101,	100,		0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_OFF,				SPECIAL,		-,		0.0
rcraider,						TRAILER,		103,	102,		0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_OFF,				SPECIAL,		-,		0.0
glendale,						CAR,			11,		10,			0,		0.85,			1.0,		False,			6,		0.94387,		1,		Radio_Los_Santos,		CIVILIAN,		45,		0.0
oceanic,						CAR,			11,		10,			0,		0.78,			1.0,		False,			3,		1.0,			1,		Bounce_FM,				CIVILIAN,		45,		0.0
sanchez,						BIKE,			42,		41,			2,		0.85,			1.0,		False,			7,		0.8909,			-,		K_Rose,					CIVILIAN,		29,		0.0
sparrow,						HELI,			98,		-,			0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		13,		0.0
patriot,						CAR,			93,		92,			0,		0.9,			1.1892,		False,			10,		1.2599,			4,		K-DST,					CIVILIAN,		0,		0.0
quad,							CAR,			42,		41,			2,		0.3,			1.0,		False,			2,		1.0,			-,		K_Rose,					CIVILIAN,		30,		0.0
coastg,							BOAT,			16,		15,			0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_OFF,				EMERGENCY,		19,		0.0
dinghy,							BOAT,			16,		15,			2,		0.9,			1.0,		False,			-,		1.0,			-,		CSR_103.9,				CIVILIAN,		43,		0.0
hermes,							CAR,			29,		28,			0,		1.0,			1.0,		False,			5,		1.0595,			1,		Radio_Los_Santos,		CIVILIAN,		1,		0.0
sabre,							CAR,			40,		39,			0,		0.85,			1.0,		False,			9,		0.94387,		1,		Master_Sounds_98.3,		CIVILIAN,		1,		0.0
rustler,						PLANE,			47,		48,			0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		28,		0.0
zr350,							CAR,			2,		1,			1,		0.9,			1.0,		False,			4,		1.1225,			2,		SF-UR,					CIVILIAN,		31,		0.0
walton,							CAR,			83,		82,			0,		0.65,			1.0,		False,			3,		0.94387,		4,		K_Rose,					CIVILIAN,		15,		0.0
regina,							CAR,			89,		88,			0,		0.65,			1.0,		False,			8,		1.1892,			2,		K-JAH_West,				CIVILIAN,		4,		0.0
comet,							CAR,			97,		96,			1,		0.9,			1.0,		False,			9,		1.1225,			2,		CSR_103.9,				CIVILIAN,		2,		0.0
bmx,							BICYCLE,		13,		12,			2,		0.7,			1.0,		False,			1,		1.0,			-,		Radio_OFF,				SPECIAL,		41,		0.0
burrito,						CAR,			131,	130,		0,		0.78,			1.0,		False,			8,		1.1225,			4,		Radio_Los_Santos,		CIVILIAN,		11,		0.0
camper,							CAR,			136,	135,		0,		0.7,			1.0,		False,			3,		1.1225,			4,		K-JAH_West,				CIVILIAN,		44,		0.0
marquis,						BOAT,			16,		15,			0,		0.7,			1.0,		False,			-,		1.0,			-,		K-DST,					CIVILIAN,		19,		0.0
baggage,						CAR,			5,		4,			2,		1.0,			1.0,		True,			2,		1.1225,			-,		K-JAH_West,				CIVILIAN,		6,		0.0
dozer,							CAR,			83,		82,			0,		0.7,			1.0,		False,			10,		1.0,			-,		Radio_OFF,				NONE,			32,		0.0
maverick,						HELI,			79,		-,			0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		13,		0.0
vcnmav,							HELI,			79,		-,			0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		13,		0.0
rancher,						CAR,			93,		92,			0,		0.85,			1.0,		False,			6,		0.94387,		2,		K-DST,					CIVILIAN,		0,		0.0
fbiranch,						CAR,			93,		92,			0,		0.7,			1.0,		False,			6,		1.0,			2,		Radio_OFF,				EMERGENCY,		0,		0.0
virgo,							CAR,			89,		88,			0,		0.7,			1.0,		False,			4,		0.94387,		2,		Bounce_FM,				CIVILIAN,		1,		0.0
greenwoo,						CAR,			89,		88,			0,		0.85,			1.0,		False,			8,		1.1225,			2,		Radio_Los_Santos,		CIVILIAN,		45,		0.0
jetmax,							BOAT,			16,		15,			1,		0.85,			1.0,		False,			-,		1.0,			-,		K-DST,					CIVILIAN,		19,		0.0
hotring,						CAR,			32,		31,			0,		0.9,			1.0,		False,			4,		1.1225,			2,		Radio_X,				CIVILIAN,		2,		0.0
sandking,						CAR,			93,		92,			0,		0.7,			1.1892,		False,			6,		0.94387,		2,		K-DST,					CIVILIAN,		0,		0.0
blistac,						CAR,			87,		86,			0,		0.78,			1.0,		False,			9,		1.1225,			2,		SF-UR,					CIVILIAN,		31,		0.0
polmav,							HELI,			79,		-,			0,		0.7,			1.0,		False,			-,		1.0,			0,		Radio_OFF,				EMERGENCY,		13,		0.0
boxville,						CAR,			136,	135,		0,		0.7,			1.0,		False,			4,		0.8409,			3,		Radio_Los_Santos,		CIVILIAN,		11,		0.0
benson,							CAR,			78,		77,			0,		0.65,			1.3348,		False,			3,		0.94387,		3,		K_Rose,					CIVILIAN,		11,		3.0
mesa,							CAR,			2,		1,			0,		0.85,			1.0,		False,			7,		1.0,			2,		WCTR,					CIVILIAN,		0,		0.0
rcgoblin,						TRAILER,		103,	102,		0,		0.7,			1.0,		False,			-,		1.0,			-,		Radio_OFF,				SPECIAL,		-,		0.0
hotrina,						CAR,			32,		31,			0,		0.9,			1.0,		False,			4,		0.94387,		2,		K-DST,					CIVILIAN,		2,		0.0
hotrinb,						CAR,			95,		94,			0,		0.9,			1.0,		False,			8,		1.1225,			2,		Radio_X,				CIVILIAN,		2,		0.0
bloodra,						CAR,			65,		64,			0,		0.7,			1.0,		False,			3,		0.94387,		1,		K_Rose,					CIVILIAN,		1,		0.0
rnchlure,						CAR,			93,		92,			0,		0.7,			1.0,		False,			6,		0.94387,		2,		K-DST,					CIVILIAN,		0,		0.0
supergt,						CAR,			97,		96,			1,		0.9,			1.0,		False,			5,		1.0,			2,		CSR_103.9,				CIVILIAN,		2,		0.0
elegant,						CAR,			81,		80,			0,		0.7,			1.0,		False,			8,		1.1892,			2,		WCTR,					CIVILIAN,		45,		0.0
journey,						CAR,			131,	130,		0,		0.65,			1.0,		False,			5,		1.1892,			0,		K-JAH_West,				CIVILIAN,		44,		0.0
bike,							BICYCLE,		13,		12,			2,		0.7,			1.0,		False,			1,		1.0,			-,		Radio_OFF,				SPECIAL,		41,		0.0
mtbike,							BICYCLE,		13,		12,			2,		0.7,			1.0,		False,			1,		1.0,			-,		Radio_OFF,				SPECIAL,		41,		0.0
beagle,							PLANE,			128,	129,		0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		28,		0.0
cropdust,						PLANE,			114,	48,			0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		28,		0.0
stunt,							PLANE,			47,		48,			0,		0.7,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		28,		0.0
petro,							CAR,			78,		77,			0,		0.85,			1.0,		False,			10,		0.7937,			3,		K-DST,					CIVILIAN,		3,		6.0
rdtrain,						CAR,			78,		77,			0,		0.78,			1.0,		False,			10,		0.8409,			3,		K_Rose,					CIVILIAN,		3,		6.0
nebula,							CAR,			2,		1,			0,		0.7,			1.0,		False,			5,		1.2599,			2,		Master_Sounds_98.3,		CIVILIAN,		45,		0.0
majestic,						CAR,			87,		86,			0,		0.78,			1.0,		False,			9,		1.1225,			2,		Bounce_FM,				CIVILIAN,		1,		0.0
buccanee,						CAR,			40,		39,			0,		0.7,			1.0,		False,			4,		1.0,			1,		Playback_FM,			CIVILIAN,		1,		0.0
shamal,							PLANE,			-,		-,			0,		0.85,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		28,		0.0
hydra,							PLANE,			-,		-,			0,		0.78,			1.0,		False,			-,		1.0,			0,		K-DST,					CIVILIAN,		28,		0.0
fcr900,							BIKE,			109,	108,		2,		0.78,			1.0595,		False,			8,		1.2599,			-,		Radio_X,				CIVILIAN,		29,		0.0
nrg500,							BIKE,			119,	118,		2,		0.65,			1.0,		False,			7,		1.1892,			-,		SF-UR,					CIVILIAN,		29,		0.0
copbike,						BIKE,			35,		34,			2,		0.9,			1.0,		False,			7,		1.0,			-,		Radio_OFF,				EMERGENCY,		29,		0.0
cement,							CAR,			78,		77,			0,		0.65,			1.0,		False,			5,		0.94387,		3,		K-DST,					CIVILIAN,		6,		0.0
towtruck,						CAR,			131,	130,		0,		0.7,			1.0,		False,			5,		1.0,			4,		K-DST,					CIVILIAN,		6,		0.0
fortune,						CAR,			20,		19,			0,		0.78,			1.0,		False,			4,		0.94387,		2,		CSR_103.9,				CIVILIAN,		1,		0.0
cadrona,						CAR,			2,		1,			0,		0.78,			1.0,		False,			9,		1.0,			2,		Bounce_FM,				CIVILIAN,		1,		0.0
fbitruck,						CAR,			75,		74,			0,		0.7,			1.1892,		False,			6,		0.94387,		4,		Radio_OFF,				EMERGENCY,		18,		0.0
