181
14995.5313 7645.7563 21.7018 0
14995.9170 7651.2886 21.7291 0
14997.5986 7658.9722 21.7420 0
15000.6436 7666.8677 21.7420 0
15002.5947 7670.3120 21.7496 0
15005.9014 7675.7959 21.7420 0
15010.3301 7680.9502 21.7420 0
15020.3477 7691.5723 21.7071 0
15027.7686 7699.3604 21.7079 0
15037.0957 7708.7168 21.7221 0
15042.1973 7713.9355 21.7420 0
15045.0352 7717.2891 21.7420 0
15049.8740 7724.1221 21.7420 0
15051.3789 7726.8955 21.7420 0
15053.4063 7733.6895 21.7420 0
15054.6289 7740.2329 21.7359 0
15054.7217 7744.9351 21.7078 0
15054.8926 7762.2734 21.7036 0
15055.0957 7782.4937 21.6971 0
15054.9951 7801.1777 21.7011 0
15055.0557 7821.0400 21.6961 0
15055.2188 7841.0615 21.7001 0
15054.9805 7861.0225 21.7014 0
15054.9805 7879.8735 21.7420 0
15054.5146 7888.1484 21.7420 0
15052.6465 7896.2925 21.7496 0
15050.5811 7902.6245 21.7420 0
15047.9736 7908.4189 21.7420 0
15044.9531 7913.2192 21.7420 0
15042.7588 7916.5259 21.7420 0
15039.2480 7921.0698 21.7350 0
15035.6670 7925.3071 21.7057 0
15031.3281 7929.3320 21.6979 0
15026.5498 7933.9102 21.6978 0
15021.8174 7938.4775 21.6983 0
15016.6592 7943.4575 21.6989 0
15013.6221 7946.5898 21.7085 0
15010.7734 7950.3545 21.7318 0
15007.1445 7955.6611 21.7420 0
15004.6699 7960.5239 21.7420 0
15002.2891 7967.0073 21.7420 0
15000.9473 7972.7026 21.7420 0
15000.5605 7976.3184 21.7420 0
15000.3389 7988.8374 21.6997 0
15000.2139 8004.7549 21.7022 0
15000.2490 8029.0571 21.7013 0
15000.1172 8061.2124 21.7045 0
15000.4346 8073.7271 21.7066 0
15001.3672 8081.0186 21.7429 0
15002.6865 8086.6743 21.7420 0
15006.0127 8096.0161 21.7420 0
15009.7090 8101.4888 21.7420 0
15014.8818 8107.6099 21.7420 0
15027.7949 8120.6338 21.7050 0
15042.7305 8135.3994 21.7020 0
15058.6963 8151.1396 21.7004 0
15079.8096 8172.6885 21.7061 0
15110.4004 8202.7627 21.7016 0
15117.5732 8209.1094 21.7352 0
15124.8398 8213.6543 21.7420 0
15132.2510 8216.7168 21.7420 0
15140.6416 8218.5439 21.7420 0
15148.9131 8218.9355 21.7006 0
15169.5693 8219.2715 21.7065 0
15190.6855 8219.1836 21.7043 0
15202.9941 8217.8984 21.7420 0
15208.6504 8216.4775 21.7420 0
15216.0107 8213.5586 21.7420 0
15223.2861 8209.2471 21.7420 0
15232.1816 8201.4463 21.7079 0
15245.3154 8188.2720 21.7071 0
15259.6738 8173.6909 21.7033 0
15270.4521 8160.1699 21.7420 0
15271.5410 8157.8330 21.7420 0
15273.9922 8151.4780 21.7420 0
15275.6953 8143.9751 21.7420 0
15276.2979 8135.7007 21.7420 0
15276.2871 8120.0400 21.7022 0
15276.2871 8102.2378 21.7022 0
15276.2871 8087.1387 21.7022 0
15276.3359 8068.2041 21.7034 0
15276.4404 8056.0591 21.7059 0
15276.6611 8035.7261 21.7113 1
15276.7891 8023.9561 21.7145 0
15276.7295 8008.3140 21.7130 0
15276.3594 7998.1855 21.7036 0
15275.6729 7992.0269 21.7342 0
15273.5488 7983.8682 21.7420 0
15270.1123 7975.6255 21.7420 0
15266.2139 7969.1831 21.7420 0
15261.2422 7963.1782 21.7420 0
15253.2646 7955.0137 21.7016 0
15242.3936 7943.8584 21.7420 0
15235.5674 7934.4502 21.7420 0
15230.3604 7924.7417 21.7420 0
15227.2012 7914.0190 21.7420 0
15225.9873 7903.6812 21.7208 0
15225.8848 7893.6914 21.7046 0
15225.9727 7839.6216 21.7067 0
15225.9131 7800.1904 21.7053 0
15225.5938 7768.5552 21.7014 0
15226.3408 7757.3857 21.7420 0
15227.4707 7750.2534 21.7420 0
15230.9902 7740.6191 21.7420 0
15235.9316 7731.2549 21.7420 0
15244.2461 7720.6865 21.7179 0
15249.5146 7715.3447 21.7420 0
15256.9033 7709.8540 21.7420 0
15266.1826 7705.4419 21.7420 0
15275.7588 7702.6685 21.7420 0
15286.0811 7701.1626 21.7264 0
15303.2393 7700.9380 23.2939 0
15319.4482 7700.9590 25.1473 0
15337.9688 7700.6904 27.2633 0
15358.4248 7700.4751 29.6069 0
15391.2705 7700.4829 33.2971 0
15418.8174 7700.5542 36.2658 0
15435.9639 7701.0464 38.0326 0
15460.5342 7702.7749 40.4809 0
15476.6416 7702.9614 41.9218 0
15486.5313 7701.8169 41.9531 0
15494.9775 7699.2124 41.9531 0
15502.8379 7694.9585 41.9607 0
15514.6064 7685.0435 41.9154 0
15527.1406 7672.6616 41.9180 0
15539.9297 7659.3335 41.9092 1
15545.9307 7653.2397 41.9286 0
15550.9102 7646.2544 41.9531 0
15555.9990 7634.9121 41.9531 0
15558.0762 7622.0938 41.9531 0
15558.0654 7608.1582 40.6399 0
15557.9063 7589.5405 38.6325 0
15557.5781 7569.1343 37.0465 0
15554.2480 7555.7515 37.0636 0
15546.6357 7543.0884 37.0636 0
15535.7559 7531.5049 35.9495 0
15522.2979 7517.9512 33.8915 0
15509.7100 7505.3784 32.1341 0
15493.2637 7489.2393 32.1345 0
15473.3271 7469.1465 31.3236 0
15462.1748 7457.8647 29.6124 0
15449.8877 7445.3506 27.7252 0
15436.2588 7431.7119 25.6491 0
15424.3486 7420.2061 23.8588 0
15414.1992 7410.2163 22.3586 0
15407.8975 7404.6914 22.3940 0
15396.9336 7399.0991 22.3952 0
15387.8389 7396.4243 22.3952 0
15373.7070 7395.1060 22.7021 0
15347.2842 7394.3506 24.7465 0
15307.3516 7394.2026 27.2337 0
15278.0098 7394.4810 27.2330 0
15250.5088 7394.1924 27.2339 0
15223.7705 7394.5010 27.2317 0
15209.3721 7394.1899 27.2679 0
15196.7461 7392.5034 27.2725 0
15185.2871 7387.6255 27.2725 0
15174.9248 7379.2407 27.2528 0
15164.2100 7372.8369 27.2725 0
